sex,row_number,liters_drunk,age,drink,check_number,label
М,46.0,5,58,Beerbeer,2844,1
М,66.0,2,73,Fanta,5256,0
М,30.0,-4,29,Cola,4891,1
Не указан,82.0,0,61,Bugbeer,9617,0
М,94.0,3,75,Water,3674,1
М,41.0,4,77,Bugbeer,5876,1
Ж,81.0,2,63,Water,6422,1
М,29.0,4,10,Cola,2200,1
М,64.0,2,21,Cola,4376,0
Ж,76.0,3,55,Water,5993,0
М,95.0,2,42,Fanta,1823,0
Не указан,32.0,3,30,Bugbeer,8646,1
Не указан,57.0,1,50,Fanta,5942,0
Не указан,70.0,5,64,Cola,1352,0
Ж,44.0,5,51,Beerbeer,6474,1
Не указан,48.0,4,51,Beerbeer,6412,1
Не указан,70.0,4,46,Fanta,2727,1
М,88.0,3,45,Water,1363,1
Не указан,31.0,2,58,Strong beer,4680,0
Ж,57.0,1,61,Fanta,561,0
Не указан,,1,19,Fanta,7311,1
М,37.0,5,74,Beerbeer,8635,1
М,13.0,4,43,Beerbeer,766,1
Ж,1.0,4,19,Fanta,7192,1
Не указан,36.0,5,39,Bugbeer,4077,1
М,27.0,4,49,Fanta,2149,1
Ж,35.0,4,49,Beerbeer,6189,1
Ж,18.0,4,23,Fanta,6802,0
Не указан,88.0,3,57,Bugbeer,2560,0
Не указан,9.0,3,46,Cola,331,1
Ж,82.0,2,34,Fanta,2867,0
Не указан,76.0,0,29,Strong beer,7074,0
М,30.0,1,22,Bugbeer,4639,1
Не указан,98.0,0,23,Bugbeer,3436,0
Ж,77.0,3,72,Strong beer,2196,0
Ж,85.0,4,23,Cola,2446,1
Ж,86.0,0,47,Cola,8969,1
Ж,56.0,5,16,Cola,7411,1
Ж,20.0,5,51,Strong beer,5049,0
М,32.0,1,36,Bugbeer,7757,0
Ж,74.0,1,44,Fanta,9602,0
Ж,29.0,2,70,Cola,9389,1
М,31.0,2,19,Water,7627,0
М,71.0,3,35,Strong beer,1147,1
Не указан,63.0,4,67,Beerbeer,3144,0
Ж,98.0,4,15,Fanta,7572,1
Не указан,58.0,-2,49,Water,9366,1
Ж,43.0,-6,48,Beerbeer,7427,1
Ж,20.0,0,40,Bugbeer,9251,1
Не указан,93.0,3,71,Water,6507,1
Ж,46.0,3,29,Fanta,1955,1
Ж,1.0,0,79,Beerbeer,5707,1
Ж,51.0,4,65,Water,2306,1
Ж,,3,24,Bugbeer,786,0
Ж,59.0,5,77,Strong beer,8114,0
Не указан,96.0,5,35,Bugbeer,8537,1
Не указан,65.0,3,57,Fanta,1619,0
Не указан,79.0,3,56,Bugbeer,9646,0
Не указан,71.0,1,60,Bugbeer,424,1
Ж,11.0,5,54,Water,9605,1
Ж,77.0,4,15,Water,9917,1
Не указан,10.0,1,32,Fanta,9217,0
Не указан,51.0,2,78,Water,7097,0
Не указан,19.0,2,12,Fanta,8020,0
Не указан,69.0,4,46,Beerbeer,1654,1
М,56.0,2,20,Cola,24,1
М,15.0,4,27,Water,5522,0
Не указан,72.0,5,57,Strong beer,4654,1
Ж,48.0,3,26,Cola,9224,0
М,7.0,5,27,Cola,1335,0
Ж,82.0,0,52,Water,9721,1
М,34.0,0,29,Fanta,7816,1
Ж,98.0,5,19,Fanta,1555,1
М,13.0,-5,26,Beerbeer,8237,0
М,39.0,5,29,Water,4524,1
М,96.0,2,59,Bugbeer,9216,0
Ж,54.0,2,25,Water,5602,0
Ж,85.0,4,26,Water,9215,1
Ж,98.0,72431305,33,Cola,9676,1
Ж,88.0,5,71,Bugbeer,38,0
М,7.0,0,20,Water,5001,0
М,43.0,3,48,Water,1885,1
Ж,19.0,1,32,Cola,5591,1
М,62.0,1,52,Beerbeer,1770,0
М,67.0,5,47,Bugbeer,1013,1
Не указан,11.0,29372169,76,Strong beer,3181,0
Не указан,15.0,2,42,Fanta,4737,0
Не указан,63.0,4,21,Strong beer,5404,1
Ж,33.0,1,59,Beerbeer,9638,0
М,97.0,4,43,Cola,6468,1
М,52.0,3,36,Beerbeer,2923,0
М,,4,44,Fanta,7038,1
Ж,98.0,3,65,Water,8993,0
М,89.0,2,72,Water,6495,1
Ж,84.0,81046652,45,Beerbeer,5426,0
М,30.0,2,39,Bugbeer,795,1
Не указан,93.0,3,75,Cola,1350,1
Ж,74.0,0,69,Beerbeer,7977,1
Ж,44.0,4,20,Cola,2043,0
Не указан,20.0,0,33,Fanta,1974,1
М,61.0,1,37,Bugbeer,192,0
Не указан,90.0,2,38,Strong beer,3771,1
М,25.0,5,75,Strong beer,9733,0
М,89.0,0,13,Water,4537,1
Не указан,45.0,0,14,Fanta,8551,1
Ж,96.0,5,34,Beerbeer,9948,1
М,6.0,1,42,Bugbeer,1342,1
Не указан,10.0,1,66,Water,9468,0
Не указан,14.0,2,59,Water,3798,1
Не указан,63.0,5,53,Beerbeer,8436,1
Ж,70.0,4,37,Water,2070,0
Ж,16.0,4,35,Strong beer,6366,1
Не указан,40.0,5,30,Water,2483,1
Не указан,20.0,0,67,Water,9408,1
Не указан,55.0,0,39,Water,5445,0
М,25.0,1,17,Cola,9276,1
Ж,37.0,0,66,Water,2789,1
Ж,53.0,4,34,Water,7721,1
Не указан,18.0,0,70,Bugbeer,8585,0
М,79.0,2,73,Water,3206,1
Ж,94.0,1,28,Beerbeer,9159,1
Не указан,6.0,3,72,Strong beer,3171,0
Не указан,33.0,4,56,Cola,7069,0
Не указан,84.0,3,22,Strong beer,4823,1
Ж,56.0,5,34,Water,1084,1
Ж,95.0,1,44,Fanta,5977,0
М,91.0,1,17,Water,6068,1
Ж,75.0,3,47,Water,9944,0
М,86.0,5,66,Water,2078,1
Не указан,43.0,5,32,Bugbeer,1445,1
М,59.0,0,56,Cola,6619,1
Ж,77.0,4,68,Cola,8995,0
М,48.0,1,80,Cola,2417,1
Ж,85.0,3,44,Fanta,4679,0
Ж,70.0,3,31,Bugbeer,2627,1
М,96.0,2,38,Beerbeer,7711,1
Ж,51.0,2,76,Beerbeer,2658,1
Не указан,33.0,0,52,Water,5903,0
Не указан,34.0,4,30,Beerbeer,9298,1
М,70.0,5,59,Bugbeer,5755,0
М,10.0,2,73,Fanta,8543,1
М,75.0,1,64,Strong beer,7269,1
Не указан,22.0,5,13,Fanta,8964,1
Ж,84.0,2,46,Beerbeer,816,1
М,59.0,5,22,Water,4603,0
Не указан,49.0,0,65,Beerbeer,1462,0
Не указан,51.0,3,28,Beerbeer,1129,1
Ж,9.0,4,24,Cola,7813,0
Ж,65.0,4,38,Water,5908,1
Не указан,86.0,4,17,Fanta,8688,0
Ж,78.0,2,25,Strong beer,2470,0
Ж,52.0,3,32,Strong beer,6210,1
М,94.0,0,80,Bugbeer,3566,0
М,61.0,0,59,Fanta,221,0
Ж,86.0,5,18,Cola,1314,0
М,60.0,5,63,Bugbeer,4165,1
М,57.0,3,75,Fanta,4252,1
Не указан,65.0,1,14,Fanta,9905,0
Не указан,31.0,3,35,Strong beer,3615,1
Не указан,56.0,0,22,Fanta,810,0
Ж,28.0,0,19,Water,2159,1
Не указан,53.0,0,63,Water,9608,1
М,73.0,3,27,Bugbeer,3151,1
М,12.0,3,57,Fanta,8495,1
Ж,20.0,42126716,49,Water,3449,0
Не указан,9.0,2,41,Strong beer,357,0
Не указан,49.0,1,69,Cola,8590,1
Не указан,50.0,2,72,Water,8609,1
Ж,81.0,2,28,Bugbeer,2201,0
М,15.0,0,70,Beerbeer,2807,1
М,14.0,4,41,Fanta,7998,0
Ж,84.0,5,19,Water,6362,1
Не указан,41.0,3,46,Fanta,9257,0
М,,3,44,Water,2423,0
М,34.0,2,21,Fanta,7628,0
Не указан,23.0,5,63,Cola,8430,0
Ж,46.0,4,51,Cola,8910,1
Не указан,91.0,3,44,Strong beer,8773,0
Не указан,22.0,3,31,Beerbeer,6179,1
М,22.0,1,44,Cola,3085,1
Не указан,22.0,2,55,Cola,5781,1
Ж,5.0,3,12,Fanta,777,1
Не указан,73.0,4,73,Beerbeer,9360,1
М,57.0,5,32,Cola,3429,1
Ж,83.0,5,43,Bugbeer,7693,1
Не указан,32.0,5,77,Water,2960,0
М,92.0,4,18,Cola,4105,1
Ж,70.0,0,23,Beerbeer,3236,0
Не указан,61.0,3,14,Water,6241,1
Ж,32.0,2,33,Bugbeer,2117,0
Ж,16.0,2,62,Cola,6181,1
М,88.0,2,45,Bugbeer,6383,1
М,97.0,0,43,Fanta,3024,1
Ж,15.0,2,17,Fanta,4973,0
Не указан,56.0,1,34,Water,7586,0
М,,1,24,Bugbeer,3299,1
Не указан,94.0,5,59,Water,482,1
М,19.0,1,72,Beerbeer,2173,0
Не указан,47.0,2,61,Cola,725,0
Не указан,83.0,0,71,Strong beer,5542,1
Не указан,80.0,3,37,Strong beer,5367,1
Не указан,78.0,5,41,Bugbeer,6968,1
М,59.0,-3,44,Strong beer,8175,1
М,10.0,-6,73,Strong beer,1556,0
М,51.0,1,50,Beerbeer,494,1
Не указан,50.0,-1,31,Fanta,734,1
Ж,8.0,4,59,Water,3118,0
Ж,13.0,5,73,Fanta,541,0
Ж,6.0,5,18,Cola,6858,1
Ж,64.0,0,69,Bugbeer,3398,1
М,40.0,1,40,Beerbeer,843,1
Не указан,50.0,0,58,Water,7835,1
Ж,90.0,1,23,Bugbeer,4674,0
Ж,2.0,2,74,Beerbeer,7113,1
Ж,8.0,-2,10,Cola,7434,1
М,20.0,3,58,Strong beer,4779,1
М,82.0,4,64,Bugbeer,4414,1
Ж,99.0,3,80,Fanta,3998,1
Ж,86.0,5,56,Strong beer,8913,1
М,7.0,2,18,Fanta,2610,1
Не указан,37.0,1,78,Cola,4043,1
М,41.0,2,45,Bugbeer,1985,1
М,28.0,-2,48,Fanta,9189,0
М,84.0,4,36,Water,4772,0
Не указан,35.0,3,56,Cola,8769,0
Ж,,3,32,Fanta,3811,0
Ж,66.0,3,51,Beerbeer,9280,1
Не указан,90.0,3,52,Strong beer,4767,1
Ж,74.0,5,40,Bugbeer,8775,1
Ж,61.0,1,63,Strong beer,6574,0
М,76.0,0,71,Fanta,4415,0
М,3.0,5,34,Cola,4261,0
Не указан,27.0,3,37,Fanta,3764,0
Не указан,65.0,65435153,67,Bugbeer,3320,1
Не указан,36.0,2,16,Cola,4563,0
Ж,44.0,5,24,Fanta,2014,1
Ж,2.0,4,49,Strong beer,916,1
Не указан,,4,41,Bugbeer,8860,1
Ж,29.0,3,48,Beerbeer,7641,1
Ж,10.0,2,50,Strong beer,2222,0
Ж,80.0,4,22,Beerbeer,7730,1
М,10.0,2,49,Strong beer,1819,1
Ж,58.0,4,73,Fanta,5509,1
Ж,87.0,5,46,Cola,4370,1
Не указан,43.0,3,25,Water,9381,1
Ж,62.0,3,15,Cola,1298,0
Не указан,25.0,0,77,Water,8933,0
М,8.0,4,74,Strong beer,6503,1
Не указан,80.0,4,11,Water,9653,1
Ж,57.0,3,26,Water,9986,0
Ж,13.0,1,43,Fanta,8289,1
Ж,92.0,2,27,Beerbeer,8853,0
М,50.0,4,71,Cola,7225,1
М,93.0,3,57,Water,8207,0
Не указан,41.0,2,59,Bugbeer,6529,0
Ж,86.0,0,37,Beerbeer,8368,1
Не указан,27.0,1,19,Water,6698,0
Не указан,64.0,5,18,Fanta,9090,1
Ж,88.0,1,65,Cola,6535,1
М,7.0,3,24,Fanta,7525,1
М,15.0,2,65,Water,2761,0
М,64.0,1,41,Cola,2059,0
Ж,54.0,5,80,Fanta,6222,1
Не указан,67.0,5,13,Cola,2321,1
М,54.0,2,70,Beerbeer,5996,0
Не указан,36.0,3,72,Beerbeer,9925,1
Не указан,55.0,-6,25,Fanta,1704,0
М,41.0,4,36,Water,3612,1
М,32.0,5,15,Cola,1278,1
М,49.0,72261359,65,Cola,6249,1
Не указан,20.0,1,28,Fanta,4559,0
Не указан,76.0,2,60,Bugbeer,9308,1
Ж,57.0,1,51,Water,6315,1
М,98.0,3,63,Strong beer,6934,1
М,54.0,0,47,Strong beer,1037,1
Ж,77.0,3,53,Cola,8450,0
М,39.0,1,65,Cola,1473,1
Ж,15.0,3,52,Cola,2502,1
Не указан,28.0,5,19,Fanta,8597,0
Не указан,15.0,3,44,Beerbeer,6948,1
М,68.0,1,80,Cola,1572,0
Не указан,66.0,1,38,Cola,4722,0
М,81.0,4,41,Strong beer,4298,1
Не указан,90.0,2,54,Fanta,2142,1
М,52.0,5,37,Bugbeer,6877,1
Ж,70.0,3,23,Water,2390,1
Ж,57.0,2,47,Cola,5042,1
М,44.0,0,50,Bugbeer,1136,0
Ж,27.0,0,41,Water,8809,0
М,72.0,5,71,Cola,9420,1
М,51.0,3,19,Fanta,1346,1
Ж,89.0,0,31,Cola,9547,0
М,51.0,2,32,Beerbeer,5276,1
Не указан,52.0,0,70,Bugbeer,1123,0
М,26.0,3,39,Beerbeer,2412,1
Ж,22.0,2,77,Bugbeer,6302,0
Не указан,79.0,3,28,Bugbeer,2537,1
Ж,50.0,5,72,Water,897,0
М,21.0,3,78,Bugbeer,2617,0
М,89.0,4,34,Bugbeer,126,1
Не указан,,0,19,Cola,2351,1
Не указан,40.0,5,28,Strong beer,1803,1
Ж,,15432853,60,Cola,9054,1
Ж,99.0,4,26,Cola,5495,1
Ж,1.0,4,79,Strong beer,2418,0
М,1.0,-4,47,Beerbeer,2505,1
Не указан,87.0,2,18,Fanta,6272,1
Не указан,67.0,1,38,Water,852,1
М,6.0,92711128,51,Strong beer,1840,1
Ж,94.0,4,45,Water,8665,1
М,87.0,3,58,Water,7672,1
М,5.0,3,79,Strong beer,5643,1
Не указан,1.0,0,65,Bugbeer,6485,1
М,55.0,0,76,Fanta,8776,0
Ж,80.0,26238744,22,Fanta,4925,1
Не указан,94.0,803333,41,Fanta,5738,1
Ж,89.0,0,55,Fanta,2876,1
Не указан,51.0,-2,16,Fanta,3202,1
М,26.0,0,10,Fanta,5048,1
М,54.0,0,35,Cola,7155,1
М,8.0,3,20,Water,4916,1
Ж,39.0,-4,48,Strong beer,4149,1
М,25.0,2,52,Bugbeer,6618,0
Ж,69.0,49880051,64,Water,2438,0
Ж,19.0,4,70,Strong beer,1270,0
Ж,31.0,62697016,70,Bugbeer,2214,0
Ж,63.0,5,19,Water,6214,0
Не указан,29.0,2,57,Water,7292,1
Ж,25.0,2,68,Water,4398,1
М,19.0,3,18,Water,3853,1
Не указан,85.0,4,48,Cola,2891,1
Не указан,41.0,0,46,Strong beer,4188,0
Не указан,87.0,5,12,Water,5630,1
Ж,15.0,4,48,Cola,4522,1
М,78.0,3,38,Beerbeer,5043,1
М,96.0,1,77,Water,7918,0
Не указан,51.0,3,75,Cola,4453,1
Не указан,39.0,4,38,Water,4033,0
Ж,14.0,0,33,Beerbeer,5361,1
М,38.0,5,47,Cola,7317,1
Ж,,4,22,Fanta,3169,1
Ж,18.0,1,50,Beerbeer,5910,0
Ж,3.0,0,36,Fanta,9868,0
М,46.0,2,64,Strong beer,7617,1
Не указан,25.0,0,72,Bugbeer,8682,1
М,20.0,97489576,67,Bugbeer,7286,1
М,77.0,0,68,Fanta,5032,1
М,61.0,0,37,Bugbeer,6257,0
Ж,3.0,5,63,Fanta,3829,1
М,59.0,58605102,39,Strong beer,8848,1
М,93.0,3,53,Bugbeer,8042,0
Не указан,5.0,2,59,Cola,2964,1
Ж,57.0,2,75,Bugbeer,1198,0
Ж,62.0,0,29,Cola,6958,1
Ж,91.0,4,72,Cola,1820,1
М,37.0,5,44,Strong beer,4001,1
М,36.0,5,25,Water,1124,1
М,84.0,1,69,Cola,7724,1
Не указан,51.0,6680915,31,Bugbeer,4792,0
М,53.0,2,22,Strong beer,5106,1
Не указан,19.0,3,40,Strong beer,8786,1
Ж,,0,54,Bugbeer,3753,0
Не указан,64.0,1,28,Strong beer,6445,1
Не указан,80.0,3,19,Cola,7492,0
Ж,11.0,4,55,Bugbeer,4865,0
М,79.0,1,79,Water,5387,1
Не указан,82.0,4,22,Fanta,7991,1
Не указан,53.0,4,41,Fanta,6836,1
Ж,23.0,5,54,Fanta,6416,0
М,14.0,4,73,Water,5606,0
Ж,55.0,1,69,Beerbeer,2983,0
М,20.0,3,77,Bugbeer,3485,1
М,78.0,3,33,Water,8137,0
Ж,36.0,2,78,Bugbeer,5692,0
М,99.0,1,37,Beerbeer,1422,0
Ж,72.0,4,46,Bugbeer,5773,1
Ж,12.0,2,24,Bugbeer,6522,1
Ж,9.0,3,58,Fanta,4506,0
М,1.0,2,16,Fanta,9099,0
Ж,11.0,92286374,23,Cola,3100,0
М,52.0,5,23,Cola,1951,0
Ж,33.0,0,31,Cola,4014,1
Ж,81.0,0,51,Beerbeer,4465,1
Ж,94.0,0,44,Cola,5779,1
Не указан,13.0,2,79,Beerbeer,3590,1
М,47.0,5,52,Strong beer,3956,1
Ж,46.0,3,80,Cola,2192,1
М,87.0,2,56,Bugbeer,3914,1
Не указан,,2,48,Bugbeer,8476,0
М,27.0,4,33,Bugbeer,963,1
Не указан,35.0,4,56,Bugbeer,4791,0
Ж,,1,33,Water,6062,1
Не указан,56.0,4,19,Fanta,9318,1
Не указан,,2,66,Bugbeer,5274,0
Ж,87.0,1,28,Beerbeer,6409,0
Ж,13.0,2,24,Beerbeer,3079,0
Не указан,37.0,5,51,Bugbeer,9899,0
Не указан,61.0,4,50,Fanta,9103,1
М,44.0,0,30,Beerbeer,1761,0
Ж,59.0,4,17,Cola,7893,0
Ж,84.0,2,76,Water,5888,1
Ж,57.0,5,72,Strong beer,7782,1
Ж,58.0,2,42,Fanta,8186,0
Ж,78.0,5,17,Fanta,5070,1
М,37.0,5,26,Cola,5467,0
Не указан,90.0,3,80,Water,9395,0
М,17.0,0,41,Strong beer,8864,0
Ж,,5,68,Water,5760,1
М,84.0,5,66,Strong beer,2643,1
Ж,67.0,1,71,Cola,6572,0
Ж,,4,49,Strong beer,6385,1
Не указан,25.0,4,18,Fanta,9327,0
Ж,80.0,3,38,Bugbeer,3027,0
М,80.0,87147618,17,Fanta,441,0
Ж,18.0,4,49,Bugbeer,8127,1
Не указан,25.0,0,51,Water,7352,1
Ж,11.0,1,35,Water,89,0
М,34.0,2,48,Beerbeer,1807,1
Не указан,34.0,2,43,Cola,4,0
Ж,32.0,0,53,Bugbeer,1941,0
М,86.0,5,35,Fanta,5236,1
М,43.0,3,23,Beerbeer,1085,1
Не указан,76.0,0,72,Cola,2795,1
Ж,29.0,0,57,Fanta,7296,1
Ж,15.0,0,15,Water,7505,1
М,25.0,0,75,Strong beer,8952,0
Не указан,65.0,3,46,Water,3807,0
Не указан,36.0,4,79,Strong beer,8504,1
М,20.0,2,31,Bugbeer,363,1
М,62.0,5,79,Strong beer,33,0
Не указан,8.0,5,39,Strong beer,2039,1
Не указан,28.0,5,72,Cola,7414,0
Не указан,34.0,4,15,Water,2959,1
Ж,14.0,3,37,Cola,8673,0
Не указан,85.0,5,77,Fanta,2872,0
Не указан,71.0,90693687,60,Bugbeer,3800,0
Ж,73.0,2,22,Beerbeer,1930,0
Ж,36.0,3,42,Water,5982,1
Не указан,35.0,0,26,Bugbeer,6480,1
Не указан,11.0,1,30,Water,5022,1
Ж,87.0,3,69,Beerbeer,400,0
М,12.0,0,15,Fanta,6790,1
М,37.0,1,27,Fanta,3621,0
Ж,33.0,2,69,Water,9692,0
М,17.0,4,11,Cola,7578,1
Ж,51.0,5,69,Fanta,6890,0
М,9.0,0,56,Water,6932,0
Ж,,3,53,Fanta,2672,1
М,67.0,2,72,Fanta,1604,0
Не указан,23.0,4,50,Water,7864,1
М,86.0,0,64,Fanta,6980,0
М,80.0,3,77,Cola,9515,1
Не указан,,0,75,Strong beer,9293,1
Ж,54.0,1,67,Fanta,7684,0
Ж,92.0,1,37,Fanta,9491,1
Ж,74.0,1,30,Fanta,8254,0
М,76.0,5,53,Bugbeer,4431,0
Ж,57.0,0,22,Water,3866,0
М,52.0,4,34,Cola,159,0
М,81.0,79092713,51,Bugbeer,4070,1
Не указан,9.0,4,39,Fanta,9966,1
Ж,34.0,0,59,Fanta,4550,1
М,77.0,4,77,Fanta,9400,1
Не указан,62.0,2,70,Fanta,9202,1
Ж,49.0,5,57,Beerbeer,8221,0
Не указан,51.0,92255211,36,Fanta,293,1
М,92.0,-4,36,Bugbeer,9081,0
Не указан,28.0,0,35,Fanta,9999,1
Не указан,59.0,4,15,Cola,7694,1
М,82.0,5,34,Fanta,2613,0
Не указан,82.0,1,44,Cola,5588,0
Ж,91.0,2,13,Fanta,1880,1
Не указан,55.0,4,31,Cola,4018,1
Не указан,35.0,4,76,Strong beer,2087,1
Ж,10.0,3,10,Cola,9648,1
Ж,46.0,3,37,Beerbeer,8954,1
Не указан,47.0,0,78,Bugbeer,8166,0
Не указан,54.0,0,46,Beerbeer,5566,0
Не указан,41.0,2,26,Beerbeer,7720,1
Ж,10.0,3,75,Strong beer,6320,1
Не указан,96.0,4,71,Strong beer,9778,0
Ж,90.0,5,32,Cola,3724,1
Не указан,76.0,4,67,Strong beer,7580,1
Ж,95.0,2,29,Beerbeer,4429,1
Ж,8.0,1,60,Cola,343,1
М,95.0,1,41,Beerbeer,8807,0
Ж,92.0,2,40,Fanta,3018,1
Не указан,12.0,4,48,Cola,4990,0
Ж,47.0,0,48,Bugbeer,8162,1
Ж,71.0,2,19,Fanta,4505,0
Ж,25.0,1,45,Water,7719,1
Ж,12.0,1,48,Water,3039,1
М,20.0,2,30,Bugbeer,2387,0
М,12.0,3,49,Cola,8825,0
М,82.0,51744683,43,Beerbeer,9306,0
Не указан,15.0,3,62,Beerbeer,2503,0
Не указан,,-5,60,Water,989,1
М,61.0,5,43,Bugbeer,155,1
М,11.0,1,17,Water,3309,1
Ж,19.0,4,39,Strong beer,2904,1
Ж,77.0,4,64,Strong beer,7305,0
М,31.0,1,37,Cola,6388,1
М,92.0,0,71,Cola,3676,1
Не указан,12.0,5,22,Beerbeer,6169,1
М,55.0,25083502,14,Cola,5836,1
Ж,61.0,1,30,Strong beer,4615,0
М,100.0,5,46,Bugbeer,7780,1
М,4.0,0,71,Strong beer,2183,0
Ж,,2,54,Fanta,2000,1
Не указан,2.0,4,20,Cola,7805,1
М,23.0,3,39,Beerbeer,7084,0
Не указан,7.0,2,18,Cola,6709,0
Ж,79.0,4,44,Water,6550,1
Не указан,54.0,0,21,Cola,9753,1
Не указан,75.0,0,29,Water,3622,0
Не указан,97.0,0,67,Beerbeer,9406,0
М,11.0,1,22,Cola,7123,0
Ж,24.0,4,26,Strong beer,8850,1
М,97.0,1,73,Water,7276,0
Не указан,12.0,0,32,Beerbeer,4213,1
М,,2,66,Bugbeer,5983,0
Не указан,79.0,5,74,Bugbeer,9833,0
Ж,2.0,3,29,Cola,1048,1
М,,5,37,Strong beer,1011,1
Не указан,12.0,5,16,Fanta,1899,1
М,72.0,5,30,Fanta,517,0
Ж,90.0,2,68,Strong beer,9727,1
М,62.0,0,54,Fanta,9967,1
Не указан,17.0,1,65,Cola,4108,1
М,19.0,3,78,Beerbeer,2430,1
Ж,11.0,2,70,Cola,8513,1
Не указан,16.0,4,60,Cola,8784,0
Ж,45.0,1,35,Water,8610,1
Не указан,30.0,5,34,Fanta,5639,1
Не указан,97.0,0,72,Fanta,434,0
М,35.0,5,24,Strong beer,5366,1
М,89.0,3,10,Cola,2758,1
М,13.0,2,61,Bugbeer,3464,1
М,77.0,4,74,Water,8835,0
Ж,89.0,1,55,Strong beer,7963,1
Не указан,88.0,1,21,Bugbeer,4135,0
М,48.0,79035723,75,Strong beer,6927,1
М,15.0,3,76,Beerbeer,2069,0
Не указан,39.0,3,54,Bugbeer,9942,1
Ж,96.0,2,60,Strong beer,2120,1
Не указан,45.0,1,20,Water,7019,0
Ж,49.0,5,44,Strong beer,8727,1
М,23.0,3,51,Beerbeer,4054,0
Ж,99.0,5,30,Bugbeer,8770,1
М,32.0,0,29,Strong beer,3801,1
М,99.0,2,65,Cola,3895,0
Не указан,27.0,4,66,Beerbeer,2809,1
Не указан,13.0,5,48,Water,469,1
М,41.0,4,74,Fanta,2353,0
Ж,52.0,3,57,Fanta,3768,0
Не указан,,3,69,Beerbeer,7474,1
М,97.0,-3,74,Beerbeer,3438,0
М,67.0,2,17,Water,6419,0
Не указан,68.0,2,21,Cola,5518,0
М,1.0,4,20,Water,8710,0
М,4.0,0,41,Bugbeer,9220,1
Не указан,50.0,5,73,Water,9677,1
Ж,80.0,3,71,Beerbeer,8040,1
Ж,8.0,0,74,Strong beer,7784,0
Ж,47.0,28367639,71,Strong beer,4463,1
Ж,53.0,5,44,Water,5434,1
М,16.0,3,18,Water,1539,0
М,88.0,4,43,Fanta,9882,1
Ж,48.0,2,39,Fanta,6089,0
Не указан,77.0,0,67,Cola,7856,1
Не указан,7.0,5,13,Water,2762,1
Не указан,15.0,3,67,Fanta,5293,0
М,95.0,3,74,Beerbeer,3575,0
Ж,13.0,0,73,Bugbeer,7531,1
Ж,4.0,3,17,Cola,2736,1
М,91.0,3,63,Water,651,1
М,54.0,2,17,Fanta,3410,1
Ж,94.0,55631145,70,Beerbeer,7662,0
Не указан,96.0,4,33,Fanta,6221,1
Не указан,78.0,1,42,Beerbeer,7093,1
Не указан,86.0,4,69,Cola,3839,0
Не указан,10.0,0,59,Cola,4249,1
Ж,91.0,-1,58,Water,2864,1
Не указан,97.0,5,69,Strong beer,955,1
Не указан,19.0,1,41,Cola,6578,0
Ж,40.0,4,69,Cola,9872,0
Ж,3.0,30551385,34,Strong beer,1613,1
Ж,50.0,5,51,Cola,1792,1
Ж,14.0,2,62,Beerbeer,72,1
Не указан,88.0,3,63,Beerbeer,529,0
Ж,85.0,1,42,Cola,8043,1
Не указан,67.0,0,34,Strong beer,2029,0
Не указан,28.0,3,76,Strong beer,3605,0
М,62.0,746402,19,Cola,8052,1
М,85.0,4,43,Fanta,7275,1
Ж,30.0,5,69,Beerbeer,6555,0
Не указан,89.0,5,19,Fanta,3333,1
Ж,77.0,1,38,Fanta,6620,1
Ж,74.0,-3,15,Water,931,1
Ж,24.0,0,33,Fanta,1455,0
М,30.0,5,24,Fanta,2013,0
Не указан,94.0,3,32,Water,5124,1
Ж,34.0,0,38,Fanta,1903,1
М,50.0,0,21,Fanta,165,0
Не указан,86.0,3,14,Cola,3109,1
Ж,28.0,0,59,Water,832,1
Не указан,61.0,5,46,Fanta,4004,1
Не указан,1.0,81780147,23,Beerbeer,8071,0
Ж,42.0,2,72,Fanta,7152,1
Не указан,86.0,5,36,Strong beer,8352,1
Ж,84.0,0,71,Strong beer,4688,1
Ж,24.0,5,16,Water,6348,1
М,32.0,0,80,Beerbeer,1492,1
Не указан,16.0,3,31,Beerbeer,4827,0
М,,3,69,Beerbeer,7503,1
Ж,27.0,3,38,Water,8755,1
Не указан,100.0,2,26,Beerbeer,6130,1
Ж,30.0,4,29,Strong beer,8571,1
М,44.0,5,38,Strong beer,5315,1
Не указан,92.0,2,38,Fanta,519,0
М,79.0,0,45,Bugbeer,4485,1
М,52.0,97365773,57,Beerbeer,3200,0
М,81.0,0,63,Fanta,8511,1
Не указан,85.0,4,77,Strong beer,9516,1
М,3.0,62570050,47,Cola,546,1
Ж,44.0,3,45,Bugbeer,1252,1
М,85.0,4,33,Cola,1610,1
Не указан,2.0,3,51,Cola,8469,0
Не указан,77.0,2,31,Fanta,4384,1
М,91.0,4,44,Bugbeer,7083,1
М,43.0,0,38,Beerbeer,8429,0
М,6.0,3,40,Strong beer,1641,0
Ж,44.0,0,12,Cola,9747,0
Не указан,98.0,1,40,Fanta,8440,0
Ж,82.0,2,22,Strong beer,1852,0
М,59.0,3,73,Bugbeer,2389,1
Не указан,68.0,-6,54,Bugbeer,7930,1
Не указан,86.0,4,19,Fanta,1542,1
М,58.0,3,65,Fanta,5431,1
Не указан,84.0,3,48,Water,1044,0
Не указан,75.0,0,20,Fanta,82,0
М,54.0,32751948,36,Cola,5695,0
